Model,Repetition,test_position,loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount
RF,1,203,0.016334851404894265,0.0002011669944761252,-0.0008466968736877334,0.05078887485522699,0.0026019602158521594,0.0012240694644688687,0.007184179156027426,0.014080499954430366,0.016449349759225528,0.009653364122523272,-0.004845259303631905,0.004460927460228845,-0.004472078035639413,0.003938603182485281,0.03484866657459463,0.00020723504698025864,-0.002154586626988362,0.005828451980631258,0.0009307441109686465,0.01642312886201239,-0.00033407250088941966
RF,1,210,0.09354142129918372,0.020187651720842723,0.04091200690142301,0.03949157923966851,0.001433407925027197,0.006930543041662673,0.009595222528043337,0.0016773958685641333,0.04101923269316387,0.009116867781377777,0.013516524463990577,0.0011726519962256532,0.02213601579514176,0.009884526671447702,0.013404338921861693,0.0003396844454476877,0.024032894040022654,0.03307854887202041,0.024440521272763648,-0.00925967494865091,0.02327519107491952
RF,1,212,-0.058517414291755186,0.008400375084063967,-0.007149798222140191,-0.0076228962364137945,-0.0025167265854190647,-0.0019218115809132997,0.005634193996359045,0.0026532159452199266,-0.010309602081785557,-0.001936606199283233,-0.0073733036450158804,0.0046091313122092,0.005049554170647923,-0.005616695621130532,-0.03121041006085534,-0.0008959512863020791,0.005155505833724874,-0.010473706796416593,0.002973816321573395,0.004801964204186788,-0.008192891129007195
RF,1,220,-0.05775105538318741,0.011993306486786537,-0.005842439079533932,-0.004061841033852147,0.001569742506602836,0.006149789043770965,0.004693947084625449,0.002774448540251626,-0.0022939128367580252,-0.0010515277203657547,0.0017905751021891092,0.0072267865585523335,0.004080016412432741,-0.005805548932629563,-0.025925202401932666,-0.0006852263660334756,0.008264391319870015,-0.006775280759696614,0.015854887914977953,0.006192315723957335,-0.006767778536134301
RF,1,233,0.03211060523013657,0.00873859882639124,-0.014009524475887929,-0.00956682187060096,0.0027842992293566483,0.0036801937462587375,0.0012023750735028216,0.0002733507895459297,0.011741585684538479,0.0010857546833605626,0.01387348956291362,-0.0029026578696115736,-0.004751551109962122,-0.002912137638135448,0.021459937820207175,-1.4023346591329754e-05,0.00913002705023473,0.0002121069049741209,0.011601211946210057,-0.0021931255136684057,-0.008938815316142837
RF,1,237,0.09254657173481448,0.0282286338904737,0.04099836408735996,0.04968842066426788,0.0020613797469501804,0.0074909559717465865,0.007798738573016522,-0.0028863115526795015,0.02948748093439633,0.000523849623203887,0.009856447024931896,-0.0007799728781101578,0.021391658103363367,0.015495012552156026,0.018986039679964362,0.00042107942298855503,0.019986072126520753,0.007800876239452066,0.016890519254930892,-0.013065424476051532,0.023702642554596025
RF,1,239,0.05041034001888136,-0.014133535464203532,-0.02368295424723101,0.02995264544894013,0.0006371684403572431,-0.004285555909481787,-0.0017655900652994204,-0.007966830575320785,0.005142454789310164,0.014062602047756058,0.00405463426556139,0.008490821102099063,-0.00017780751118181114,-0.0020090928608823334,0.020075392049462407,-0.0007253466843940259,-0.002413461340143499,0.005514068201666476,0.00131468359010654,-0.0010313141837667672,-0.0034267844878542062
RF,1,240,-0.025235471841031937,-0.02021517028997806,-0.005340056451626083,-0.07016146948000766,-0.004556433044494668,3.9107809789129534e-05,0.0044329559014278175,0.00017122986469587432,0.0001854662479797753,0.0027143263068828104,-0.0032616874426611275,0.005236492301330458,-0.007266526111569931,-0.0017405544399599648,0.002116131153817662,-0.0070953159823011445,0.0046481574200544174,0.0020692584533094304,-0.012628815627180927,0.004245463465460375,-0.018675852684417578
RF,1,247,-0.012318620162587876,0.0007900268152491208,-0.0025792051000877335,-0.010110422435615192,-0.0017016484953154532,-0.003747191278304172,-0.00866885262495316,-0.0103360162665129,0.006771410399192348,-0.0058944728566547155,0.003386088379658929,-0.008297765077031158,-0.0018349528771727818,-0.0031839331478568057,0.01576916171242118,-0.0011324177152391712,-0.002328520136556449,0.003945753474266098,-0.006036055924965922,-0.0016375951519711407,-0.009643266082680952
RF,1,251,0.03182031324578702,-0.00012554368749704282,-0.01603467073746401,-0.04283291381202787,-0.002335274078326108,0.003864385584444108,-0.007524944124829744,-0.011062273866938597,0.007315885874312471,-0.003395790649804269,0.01161099016738092,-0.00621201805170756,0.0033972459573143963,-0.0008340521854481154,0.014142324148970075,-0.0009604491388017777,0.001096524782785764,0.01403029305471648,-0.0005330791756097853,-0.0014699568596108748,-0.0037062593474539085
RF,1,254,0.007910602746443942,-0.017387684667060626,0.0029301991011647034,0.03490299885274482,-0.0028745621707095383,-0.004139152685309284,-0.007688475790359917,-0.00041436381864059515,0.012230580510839388,-0.001126716702188446,-0.007497892423422457,-0.005866072320789613,-0.004351414145144474,0.0014636817697905257,-0.015030215227869377,-0.000731118608757697,-0.0057306150036026795,0.007015580370763246,-0.011986734129783657,-5.690974316848951e-05,-0.01033265873646485
RF,1,259,0.07791106703083471,-0.03405655803248038,-0.034892984134845054,0.007184929840138352,0.012657782131796864,0.0014315162818678573,0.009116928307409466,0.01846655101576303,-0.008347934950516276,0.00368076414453796,-0.0004125497632134056,0.006816063576324325,0.006526200266388002,-0.00167310910290837,-0.015522995700971851,-0.0003820456898478142,0.00040752018888042587,-0.00565400613612212,0.016706227310957812,0.0005907717332075891,0.014822311148681423
RF,1,261,-0.017087143218284098,0.01981970970803218,-0.0019050491581276674,-0.03860280992612331,0.005941481980036585,0.008565934443284106,0.04976877875828478,0.0475904868263504,0.01012286773384723,0.02018215041293203,-0.00020935713140445955,0.017634930059407878,0.024940123088279764,0.012211968342152489,0.025747266624225346,-0.001274954275041864,0.00021292529770903457,0.006434767370545131,0.023782475118894978,0.004251342899044488,0.023426408149055788
RF,1,270,-0.025133579445770805,-0.020754295960397257,-0.006340442052127741,-0.06956338879694499,-0.004672833725930161,-0.005385207961649314,-0.0033962127221904836,-0.006815888637012222,0.004581138778743252,-0.009401715197051033,0.003038921468068736,-0.0048463426665799145,-0.00538306678760506,-0.0032927012705215473,0.004540536315039674,-0.006753903719954906,0.0017444528004233462,0.003475908816269282,-0.010565383955686798,0.0054983740732569685,-0.009014136556220364
RF,1,275,-0.006629942961922097,0.020074952691269344,-0.004559179530156712,-0.02167594564814408,-0.0003539566899530655,-0.0019601348452818,-0.008074896973770364,-0.00985598668734184,0.0042250231872893096,-0.005066236929475281,0.0015160773095246327,-0.003850601253298578,-0.0029098610490518695,-0.003108107552011461,0.01644716851514346,-0.0013150972781340896,-0.0018745246953898232,0.0035961252043864534,-0.0017777766944146833,0.00042571191669878774,-0.00368949626991423
RF,1,289,0.10618960752742723,0.027928847753350396,0.021485477685392596,0.043531135103279724,0.004834707105455252,0.008771490890177631,0.008548071848986467,0.001156339706080587,0.03363766225274162,0.00905188832945271,0.012229797819687036,0.0003751070681870772,0.0217223787772312,0.02347683071963729,0.02877182609557579,0.0031051481076917755,0.02258866667507107,0.03046740784704781,0.02171564486145229,-0.0069614924791122235,0.029261124000538246
RF,1,297,0.023301470400593872,-0.03749371559293849,0.023320042292809262,0.04199716665523226,0.01394590149955178,5.506021992687238e-05,0.013590306907820206,0.014879369728491411,-0.00766783027104836,0.0028877630357131067,-0.0008199033175263537,0.006406901889769756,0.005396135281216914,-0.0015608531805770553,-0.012470767373462,-0.00042066759080114477,-0.0057476670013718945,-0.00848585807955004,0.009980498931336878,4.5899046562425386e-05,-0.004509684892971819
RF,1,298,-0.04633771878016717,-0.005608102209630772,-0.007780932539381525,-0.013998470385495808,-0.005825398133096158,0.005152929597803677,-0.0030917627057544905,0.004311416433521913,-0.014201371667646755,-0.0036870706295138687,-0.003742697096680132,-0.00521950240210117,-0.005367106737899406,-0.003090546482602008,-0.003290502552040948,-0.0014578329636356102,-0.0027294310245372343,-0.01021788158628965,-0.006011658516055434,0.008513478298315818,-0.01210757684440864
RF,1,303,-0.06723092716066902,0.005325704484508833,-0.009822954508834983,-0.02540461887734409,-0.0128617314506522,-0.0028926496439055428,-0.015169289420617531,-0.012419424944931166,-0.01799473457614198,-0.004006811999602178,-0.00867405719965518,-0.003246759797232812,-0.005219807110601806,-0.0036174679412209797,-0.009826845255033731,-0.001852029716594643,-0.00859293830449701,-0.014250651984405636,-0.021987768938932107,-0.005423680866929886,-0.014013438830169207
RF,1,305,0.029963988023360456,-0.02793726905706137,0.012357477915920895,0.0380890312981208,-0.006240970940578024,-0.008689504830257419,-0.015973625298198044,-0.009094991226865546,-0.004885919128481931,-0.008674065420488262,-0.009192489349931065,-0.012360726706831714,-0.024263093921825032,-0.0006392205540373653,0.015257012683292572,-0.0004769771482460783,-0.004443505334930364,-0.0001663670728504485,-0.02171386417122079,0.0026178146129305444,-0.012108360372848211
RF,1,316,0.01226113530998532,0.02731800423941479,-0.004930251388405509,-0.015813584906118762,0.00799407865361445,0.007670756972764536,-0.0016507906991887467,0.0070921829504038665,0.01618530854958294,0.004147442515106832,0.009351661621801953,0.006699222122791753,0.0003254879576928715,-0.004025239647388617,0.03779819623243128,-0.0014541930820632842,0.007210905077213852,0.010482402455576221,0.0007063310365793996,0.007912716441067004,0.0020276288273953468
RF,1,322,0.024342787758016016,-0.02655221078513364,-0.0023518209708441873,-0.06200049887362127,0.017125390113544938,-0.0012025415034599973,0.0019082449853607387,0.019017403504973628,-0.014778850208790004,-0.0009397544300951211,-0.0013747939642884432,0.006694931392944454,0.0062752547294621765,-0.0018764293288168687,-0.018267689571262055,-0.0007165394353890519,-0.004415059544747919,-0.012420248258738411,0.01339494019382613,-0.005821172921783386,-0.013062479596865729
RF,1,324,-0.014804535674596195,-0.015507064409354144,-0.005650809632467144,-0.0703651752836123,-0.0020935045990329113,-0.008620790996502023,-0.00679353021042175,-0.004865420210772981,0.004607599372403044,-0.0056985910575073715,-0.004152878581898278,-0.006185158406134405,-0.00513874376719798,-0.0007466631258432699,0.010702054975683026,-0.004399218059497798,0.0020827600678990166,0.0015489192682221643,-0.009384717718672917,0.002881191483248813,-0.0004855234481027537
RF,1,331,-0.0572781264747141,-0.02495056022022425,-0.009496249928753002,-0.04956427847773682,0.01460085394089802,-0.002661060478234276,-0.00669267717908383,0.019436271057406317,-0.01824343233018311,-0.003590878600825391,-0.004375893120082708,0.005406471668010795,0.004980940299651877,-0.0010487291770300544,-0.020556304920808087,-0.0006284304400162455,-0.0073937557490643254,-0.01558553476864148,0.011044056890624744,-0.008612703766037838,-0.013620643856430092
RF,1,332,-0.02612639913183472,0.011348435711043407,-0.0057684786317224734,-0.008541953588758701,-0.007075898903484301,-4.9132755733012347e-05,0.0068659582375320835,0.005559616673123173,-0.008680216726473945,-0.00676187797649618,-0.007883068288679454,-0.0055878874834240835,0.0031626876502733126,0.0068890050713253,-0.018805847062282624,-0.0009515364573599072,-0.002228165301646072,-0.009051525400018648,-0.016808154922317728,0.0005746852377785671,-0.009337860462343884
RF,1,339,-0.06043647821623665,-0.02702425843504102,0.004915169098062222,0.02685695123658462,0.0025814224210920856,-0.006707610657632586,-0.003695264875286739,-0.010517350793776928,0.0024468590386273093,0.010610945589544372,0.0021046240540573535,0.0010210633350416743,-0.014699933588354667,-0.003105711040615233,0.019165775573068658,-0.0007124194598259237,-0.006852276421881243,-0.004263228239737487,0.005196081922308622,-0.001797651445577344,-0.0061271007811234315
RF,1,342,0.05050257730914609,-0.01845025494377751,-0.02043404561539319,0.03576970067640303,0.001956699173311378,3.154711421018419e-05,0.0018067953984612472,0.001755236742384625,0.0010686638619820598,0.011157414725370813,0.0030170525935682233,0.008963255092281486,0.002757646392427091,0.0016335550194034453,0.01662576959715764,0.007389227682012916,0.002036055954966969,0.00791205172656106,0.007743509718195014,0.010294922791968303,0.0030702767495898796
RF,1,344,-0.053407501499496274,0.008040859802143245,-0.007136842583943235,-0.001449255501823359,-0.0016829196454057182,0.001871407074469289,0.008624577611580832,0.004908349949096475,-0.0070563794282640655,-0.002066246348063601,0.000427606526160389,0.0028653693585134477,0.003846488988571508,-0.004503577425032859,-0.02306951219037387,-0.0007022071206620239,0.005604005621933652,-0.007250080045032803,0.0005872314647558597,0.005185787594380145,-0.0059571149946680176
RF,1,350,0.06503456438978603,0.009838768650884617,0.014373108433009634,0.04291638849748068,0.0023556109687372386,0.0017818956584943636,0.014851273691260759,0.0034639171708946035,0.0011264458090286665,0.017878056197820628,0.005251476811521911,0.009648439991216833,0.007622055987227725,-0.005673002875086297,0.018920968790576323,0.0004809976463218391,0.00180228417836247,0.004678379979194744,0.010582584151537447,0.005539300396878701,0.01895606513701523
RF,1,351,0.03879339981822085,-0.014084960168391945,0.02391761014885901,0.025842211719559884,0.005051960517458127,0.0012891288760084763,0.006403010758888854,0.0009635105347877015,0.007247891911109434,0.01732923119369218,0.008894336008187622,0.008923291386450956,-0.0026241676377952673,-0.0008180053944874999,-0.011946703580418756,0.0007412817273188921,0.018782368717542113,0.009412904607706878,-0.0017724742018793904,0.007606700085690647,0.0016662967730184165
RF,1,352,0.008934002068007771,-0.026670941957305273,-0.02579055374368579,0.01598754073367843,0.008485158343849265,-0.0012626470931434142,-0.0025028000621921363,0.016721426894166738,-0.01368324668716653,-0.0002252166677899936,-0.0024534282615672966,0.007394100861426409,0.004178715210998973,-0.0018308541175440496,-0.020159714016325266,-0.00023149576133960181,-0.00625208810341519,-0.011656985377633475,0.008285763542575068,-0.0007205181664772908,0.009981298165563288
RF,1,354,-0.0076367794444189485,0.02107994816931068,-0.008587100586435668,-0.013632742688520239,0.0029173143521546764,0.0017947019016776268,0.008129598298106088,0.010947522926941247,0.014275969145605813,0.009473265142553942,0.0035388521283968542,0.009536507616687118,-0.0003349201749890085,-0.002983751953145202,0.024792181382429133,-0.00029914498078596806,0.0003645795915991812,0.0034858973612665522,0.004017563488591804,0.009589795855432045,-0.0027989776308749016
RF,1,365,-0.056204081626231354,-0.006622275862619347,-0.0127360146201994,-0.001483663932752961,-0.0037430018679967245,-0.002701253959118617,-0.00890785149198024,-0.008224824049356698,-0.008146740738090514,-0.017115944521551397,-0.006696398583018919,-0.003331948492332799,0.0010154198707888896,-0.003802599649920921,-0.02166451912865739,-0.0012083149283120065,-0.006839782994394455,-0.00655785955223962,-0.0023071499418085752,-0.006633977618322433,-0.014768917151823758
RF,1,366,0.051565021020113025,-0.01878883350651506,-0.009719061783185339,0.03372079316142816,0.0027874193712047204,0.0007769624295775657,0.0032209563934230802,0.008487495424122643,0.014972168542015113,0.0034224817834490294,0.011552155095656077,-0.0026823985350512202,-0.0024011849194499747,0.0046716993819930505,0.030040600816073067,0.00013836801007983013,0.013916282396679662,0.007123190753516724,0.011413674240738202,-0.01615094705334968,-0.0024179505899584795
RF,1,371,-0.04380209887727972,0.0001169859828186759,-0.009695449660887902,-0.07824814643970114,-0.007708964541403418,-0.00101660075017719,-0.010242606935492518,-0.01386192016784662,-0.0277071442343032,-0.00396851733079302,-0.008997958162939312,-0.0051515997830391316,-0.0008523185123864608,-0.002948162759573165,-0.021437710678587223,-0.003623316912238579,-0.006598003656016545,-0.01836693331642408,-0.010690589912719303,0.002645082861135677,0.0022906321035122803
